万贯	0.6398228
机翼	0.777359
顶角	-0.003522694
腾出	-1.6751285
倒下	0.34300092
逆转	1.6252346
四点五	2.3731241
准确率	-0.92876714
适逢	-0.49399388
录用	1.9229231
一倒腾	0.55865824
祖传	-0.010748267
反光镜	-1.3581891
个鼓励	1.6118937
上赞	-0.013085723
上ps	-1.4262593
蠕虫	0.007216871
乳胶	1.6363122
里头	0.6520903
连键	-0.65206593
他用	0.0036019087
行者	0.6308276
棠东	-2.2575288
神仙	-0.6833436
上感觉挺	-0.019658923
卡兹卡兹	0.00393492
醒悟	0.90481424
舟贵点	0.006308794
透过	4.7546678
作文	-0.7823559
上看上去	-0.6865709
洗手间	-1.6000097
7.7万	0.90670377
上身	0.6660416
一去不复返	-0.025238156
连队	-0.83891845
艺全屏	-0.47467443
文件名	-0.6568617
上驱动精灵	0.5227796
供应	-0.025100172
雷凌振	4.0746226
票价	3.4850535
杂牌货	-0.77227944
东丽区	0.6860786
开膛	0.75797635
一体验	1.5377481
彩电	0.7161642
上机身	0.0404675
杜绝	-1.3725325
领导人	0.59344816
作曲	-0.71749026
舍友小新	-2.0896103
三通	0.69716233
驱使	0.5683146
倩丽	-0.5726839
一见倾心	1.4262668
个零件	0.7603513
个官网	2.3486912
量子	0.87275696
腰围	3.159495
被盗	1.2087563
专车	0.81067526
神六	-0.0071121454
肯德姬	0.7781613
国策	0.76928955
脱开	-0.0017840564
弹簧	0.7942942
美金	0.72981304
三都	1.8513952
硝烟	-0.6470099
因缘	0.6803613
成吉思汗	0.6867857
开荒	0.511611
飞腾	-1.5330595
急急	0.9360458
格斗	0.86545026
钻牛角尖	0.10933572
短网	-2.0741835
飞舞	3.7363882
上台笔记本	0.6042697
装甲	0.6484107
自动化	1.4433591
裂痕	-0.7190969
激素	0.79521585
查点	-1.6283662
零八秒	-0.029614747
土生土长	-0.04880792
触动	-0.021136522
总店	0.0011191666
根目录	-0.71884537
里带	1.2197835
基座	1.3772638
祝双	-0.66965073
个windows	1.607415
东部	0.635429
年限	0.7695196
借助	0.7348789
耳聋	-1.4502153
老虎	-0.8324609
一针	-0.8309993
丝都	-1.6520125
小宝宝	0.6989301
何止	0.64813095
里弄	-3.2669306E-4
触及	4.3144226
视域	0.76923406
耶耶	0.41467088
核桃	1.9369304
直升机	-1.4604899
志气	-0.7307216
一键	1.1528788
年青	-0.4124475
归类	-0.88367647
漂亮漂亮	0.44116756
保密	0.73972714
文本框	-0.79910266
保屏	0.56094825
选雷	0.0128465295
木木人	0.02163577
高跟鞋	1.9814401
个电池	0.87730247
下铺	0.6116241
965万	0.69729465
一万六百	-0.004592359
